,AAPL,AAPL,AAPL,AAPL,AAPL,JPM,JPM,JPM,JPM,JPM,MSFT,MSFT,MSFT,MSFT,MSFT
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,
2021-05-04 12:14:00-04:00,127.38,127.43,127.35,127.35,5154,154.81,155.02,154.81,155.02,2407.0,246.38,246.5,246.38,246.45,1769.0
2021-05-04 12:15:00-04:00,127.37,127.4,127.24,127.25,9003,155.05,155.09,154.96,154.96,1025.0,246.39,246.43,246.28,246.28,1526.0
2021-05-04 12:16:00-04:00,127.25,127.285,127.23,127.25,3754,154.97,155.15,154.97,155.15,1499.0,246.29,246.32,246.27,246.3,4171.0
2021-05-04 12:17:00-04:00,127.27,127.29,127.21,127.22,5903,155.1,155.17,155.1,155.17,640.0,246.425,246.425,246.25,246.25,566.0
2021-05-04 12:18:00-04:00,127.24,127.245,127.17,127.17,3217,155.16,155.2,155.14,155.15,1826.0,246.29,246.3,246.26,246.275,1235.0
2021-05-04 12:19:00-04:00,127.15,127.18,127.13,127.13,6113,155.15,155.23,155.15,155.23,1248.0,246.255,246.29,246.255,246.29,402.0
2021-05-04 12:20:00-04:00,127.175,127.25,127.1,127.1,4329,155.23,155.24,155.18,155.24,1504.0,246.52,246.52,246.31,246.31,2970.0
2021-05-04 12:21:00-04:00,127.07,127.2,127.07,127.2,2588,155.24,155.25,155.07,155.07,2931.0,246.24,246.3,246.24,246.3,563.0
2021-05-04 12:22:00-04:00,127.17,127.18,127.1,127.105,1899,155.13,155.14,155.02,155.02,1412.0,246.5,246.56,246.485,246.53,6792.0
2021-05-04 12:23:00-04:00,127.07,127.19,127.04,127.17,2547,155.01,155.01,154.93,154.94,4539.0,246.545,246.545,246.515,246.515,550.0
2021-05-04 12:24:00-04:00,127.14,127.145,127.115,127.13,1192,154.95,155.03,154.95,155.03,1287.0,246.495,246.495,246.4,246.4,1197.0
2021-05-04 12:25:00-04:00,127.1,127.29,127.1,127.29,2568,155.06,155.17,155.05,155.16,2634.0,246.38,246.4,246.38,246.4,408.0
2021-05-04 12:26:00-04:00,127.25,127.335,127.245,127.335,1112,155.1,155.1,155.02,155.06,2097.0,246.645,246.71,246.645,246.71,496.0
2021-05-04 12:27:00-04:00,127.365,127.43,127.355,127.42,6196,155.05,155.12,155.05,155.09,1484.0,246.705,246.755,246.7,246.7,804.0
2021-05-04 12:28:00-04:00,127.41,127.41,127.36,127.36,6295,155.09,155.09,154.995,155.0,1000.0,246.69,246.69,246.55,246.57,2483.0
2021-05-04 12:29:00-04:00,127.395,127.43,127.36,127.43,5862,155.03,155.06,155.03,155.06,700.0,246.6,246.715,246.575,246.715,2602.0
2021-05-04 12:30:00-04:00,127.425,127.43,127.275,127.275,4330,,,,,,246.51,246.57,246.51,246.57,574.0
2021-05-04 12:31:00-04:00,127.33,127.335,127.27,127.3,8147,155.13,155.13,155.06,155.06,700.0,246.51,246.57,246.51,246.535,536.0
2021-05-04 12:32:00-04:00,127.3,127.3,127.22,127.24,3986,155.02,155.02,154.92,154.93,2303.0,246.49,246.5,246.49,246.5,678.0
2021-05-04 12:33:00-04:00,127.21,127.21,127.11,127.11,3082,154.92,155.02,154.88,155.02,2137.0,246.44,246.44,246.2,246.2,1069.0
2021-05-04 12:34:00-04:00,127.1,127.17,127.09,127.14,3000,155.035,155.035,154.88,154.89,1123.0,246.175,246.28,246.175,246.28,605.0
2021-05-04 12:35:00-04:00,127.135,127.235,127.1,127.21,3537,154.9,155.15,154.9,155.13,2281.0,246.34,246.43,246.28,246.43,806.0
2021-05-04 12:36:00-04:00,127.2,127.2,127.115,127.155,5233,155.09,155.15,155.09,155.12,798.0,246.26,246.28,246.25,246.25,830.0
2021-05-04 12:37:00-04:00,127.16,127.16,127.085,127.085,8089,155.09,155.09,155.03,155.03,1150.0,246.19,246.19,245.99,246.03,1983.0
2021-05-04 12:38:00-04:00,127.105,127.2,127.105,127.2,3512,155.0,155.0,154.94,155.0,1335.0,246.025,246.155,246.025,246.13,2090.0
2021-05-04 12:39:00-04:00,127.185,127.21,127.135,127.155,3734,155.02,155.02,154.96,154.985,824.0,246.12,246.135,246.03,246.065,1199.0
2021-05-04 12:40:00-04:00,127.145,127.145,127.09,127.1,3269,154.94,154.94,154.89,154.89,721.0,246.07,246.095,246.07,246.08,1374.0
2021-05-04 12:41:00-04:00,127.12,127.12,127.065,127.065,1725,154.87,154.87,154.73,154.77,1828.0,246.16,246.17,246.08,246.08,1387.0
2021-05-04 12:42:00-04:00,127.06,127.07,127.01,127.04,4651,154.755,154.81,154.755,154.81,826.0,246.03,246.03,246.03,246.03,228.0
2021-05-04 12:43:00-04:00,127.02,127.035,127.0,127.02,2553,154.73,154.73,154.7,154.7,777.0,245.96,245.96,245.96,245.96,256.0
2021-05-04 12:44:00-04:00,127.02,127.06,127.0,127.02,3740,154.72,154.75,154.72,154.75,523.0,,,,,
2021-05-04 12:45:00-04:00,127.0,127.0,126.92,126.93,2889,154.75,154.8,154.75,154.8,1033.0,245.87,245.87,245.87,245.87,246.0
2021-05-04 12:46:00-04:00,126.92,126.92,126.84,126.88,3905,154.8,154.85,154.79,154.8,940.0,245.86,245.86,245.795,245.795,2510.0
2021-05-04 12:47:00-04:00,126.88,126.94,126.88,126.89,3643,154.79,154.79,154.71,154.74,2170.0,,,,,
2021-05-04 12:48:00-04:00,126.9,126.92,126.89,126.92,1243,154.73,154.79,154.69,154.69,1748.0,,,,,
2021-05-04 12:49:00-04:00,126.91,126.96,126.88,126.9,2877,154.71,154.77,154.69,154.75,933.0,246.01,246.01,246.0,246.0,218.0
2021-05-04 12:50:00-04:00,126.88,126.945,126.86,126.93,8978,154.94,154.95,154.94,154.95,583.0,245.93,246.09,245.93,246.09,286.0
2021-05-04 12:51:00-04:00,126.925,126.925,126.885,126.885,1789,154.98,154.98,154.83,154.83,902.0,246.14,246.14,246.06,246.06,450.0
2021-05-04 12:52:00-04:00,126.91,126.945,126.91,126.935,8083,154.79,154.89,154.79,154.87,1490.0,246.02,246.14,246.02,246.14,439.0
2021-05-04 12:53:00-04:00,126.945,126.995,126.94,126.98,2324,154.86,154.86,154.78,154.78,952.0,246.205,246.225,246.15,246.195,2035.0
2021-05-04 12:54:00-04:00,126.985,126.99,126.95,126.96,3660,154.78,154.78,154.7,154.7,506.0,246.205,246.205,246.04,246.04,702.0
2021-05-04 12:55:00-04:00,126.95,126.995,126.92,126.99,2451,154.67,154.69,154.66,154.66,441.0,246.07,246.07,246.02,246.02,532.0
2021-05-04 12:56:00-04:00,127.03,127.06,126.99,127.04,4062,154.735,154.735,154.65,154.71,803.0,,,,,
2021-05-04 12:57:00-04:00,127.05,127.05,127.02,127.02,1500,154.7,154.7,154.69,154.69,203.0,246.14,246.21,246.14,246.21,914.0
2021-05-04 12:58:00-04:00,127.015,127.015,126.94,126.94,2102,,,,,,246.02,246.02,246.02,246.02,2197.0
2021-05-04 12:59:00-04:00,126.93,126.94,126.85,126.85,3721,154.735,154.735,154.735,154.735,206.0,245.94,245.95,245.94,245.95,372.0
2021-05-04 13:00:00-04:00,126.85,126.885,126.765,126.765,5473,154.64,154.64,154.54,154.56,1382.0,245.87,245.87,245.85,245.85,487.0
2021-05-04 13:01:00-04:00,126.77,126.81,126.765,126.78,18827,154.71,154.71,154.7,154.7,404.0,245.945,246.1,245.945,246.1,1310.0
2021-05-04 13:02:00-04:00,126.76,126.85,126.76,126.76,9223,154.62,154.62,154.62,154.62,372.0,246.235,246.27,246.15,246.15,1516.0
2021-05-04 13:03:00-04:00,126.775,126.79,126.71,126.74,13890,,,,,,246.24,246.27,246.24,246.27,754.0
2021-05-04 13:04:00-04:00,126.72,126.89,126.7,126.825,11406,,,,,,246.405,246.44,246.405,246.415,856.0
2021-05-04 13:05:00-04:00,126.825,126.825,126.73,126.785,5371,154.66,154.66,154.66,154.66,102.0,246.39,246.39,246.22,246.22,973.0
2021-05-04 13:06:00-04:00,126.83,126.9,126.83,126.87,5196,,,,,,246.36,246.36,246.35,246.35,858.0
2021-05-04 13:07:00-04:00,126.875,126.965,126.86,126.92,3442,,,,,,246.49,246.63,246.49,246.56,2038.0
2021-05-04 13:08:00-04:00,126.92,126.98,126.905,126.97,3922,,,,,,246.545,246.58,246.54,246.58,2568.0
2021-05-04 13:09:00-04:00,126.97,127.02,126.97,126.98,4659,154.6,154.6,154.6,154.6,251.0,246.61,246.67,246.61,246.67,674.0
2021-05-04 13:10:00-04:00,126.975,127.0,126.925,127.0,4537,,,,,,246.7,246.7,246.645,246.65,846.0
2021-05-04 13:11:00-04:00,126.98,127.03,126.975,126.98,7950,154.56,154.56,154.56,154.56,109.0,246.61,246.61,246.61,246.61,438.0
2021-05-04 13:12:00-04:00,126.99,127.05,126.99,127.05,3250,,,,,,246.54,246.54,246.54,246.54,103.0
2021-05-04 13:13:00-04:00,127.09,127.135,127.09,127.13,3677,154.78,154.78,154.73,154.73,329.0,246.62,246.695,246.62,246.67,2393.0
2021-05-04 13:14:00-04:00,127.12,127.29,127.12,127.26,7391,154.73,154.73,154.73,154.73,103.0,246.78,246.82,246.71,246.82,3832.0
2021-05-04 13:15:00-04:00,127.26,127.29,127.195,127.24,5538,154.77,154.81,154.77,154.77,1023.0,246.85,246.935,246.79,246.83,4486.0
2021-05-04 13:16:00-04:00,127.17,127.18,127.115,127.13,3331,154.72,154.72,154.72,154.72,204.0,246.78,246.88,246.77,246.8,2233.0
2021-05-04 13:17:00-04:00,127.175,127.175,127.09,127.145,5006,154.69,154.69,154.68,154.68,435.0,246.86,246.91,246.77,246.91,1951.0
2021-05-04 13:18:00-04:00,127.14,127.14,127.07,127.11,2323,,,,,,246.76,246.86,246.75,246.86,1042.0
2021-05-04 13:19:00-04:00,127.1,127.12,127.09,127.115,1658,,,,,,246.84,246.84,246.77,246.77,380.0
2021-05-04 13:20:00-04:00,127.13,127.2,127.09,127.1,3981,,,,,,246.78,246.83,246.75,246.83,1341.0
2021-05-04 13:21:00-04:00,127.11,127.12,127.08,127.09,2417,154.82,154.84,154.82,154.82,441.0,246.71,246.74,246.67,246.7,1548.0
2021-05-04 13:22:00-04:00,127.07,127.125,127.07,127.11,2369,154.78,154.78,154.78,154.78,110.0,246.7,246.7,246.67,246.69,1063.0
2021-05-04 13:23:00-04:00,127.11,127.2,127.11,127.19,2424,154.88,154.9,154.88,154.9,302.0,246.755,246.88,246.755,246.88,1023.0
2021-05-04 13:24:00-04:00,127.155,127.155,127.05,127.05,2415,154.89,154.89,154.89,154.89,105.0,246.85,246.865,246.765,246.775,2203.0
2021-05-04 13:25:00-04:00,127.05,127.17,127.02,127.14,5111,154.8,154.87,154.8,154.87,700.0,246.735,246.94,246.735,246.92,908.0
2021-05-04 13:26:00-04:00,127.16,127.18,127.095,127.12,3029,154.88,154.89,154.86,154.89,791.0,246.89,246.93,246.89,246.93,623.0
2021-05-04 13:27:00-04:00,127.14,127.17,127.12,127.13,1508,,,,,,246.965,247.04,246.95,247.04,3704.0
2021-05-04 13:28:00-04:00,127.16,127.16,127.06,127.06,2549,154.85,154.85,154.85,154.85,393.0,247.04,247.09,246.85,246.89,4609.0
2021-05-04 13:29:00-04:00,127.1,127.105,127.02,127.03,4168,154.91,154.91,154.91,154.91,368.0,246.89,246.97,246.825,246.86,4172.0
2021-05-04 13:30:00-04:00,127.05,127.05,126.91,126.93,8546,,,,,,246.915,246.915,246.695,246.695,1834.0
2021-05-04 13:31:00-04:00,126.92,126.98,126.91,126.93,2616,,,,,,246.7,246.76,246.7,246.74,1848.0
2021-05-04 13:32:00-04:00,126.96,126.97,126.91,126.95,1690,154.8,154.8,154.8,154.8,100.0,246.71,246.83,246.7,246.7,2272.0
2021-05-04 13:33:00-04:00,127.0,127.045,126.99,127.045,3184,154.82,154.82,154.82,154.82,205.0,246.845,246.845,246.84,246.84,1092.0
2021-05-04 13:34:00-04:00,127.06,127.065,126.99,127.055,4808,154.84,154.91,154.83,154.91,9143.0,246.95,246.97,246.9,246.97,1802.0
2021-05-04 13:35:00-04:00,127.085,127.145,127.04,127.04,6435,154.915,154.97,154.915,154.97,601.0,246.96,247.07,246.93,246.93,1097.0
2021-05-04 13:36:00-04:00,127.05,127.11,127.02,127.11,3654,154.96,154.96,154.925,154.94,1063.0,246.9,246.9,246.845,246.87,888.0
2021-05-04 13:37:00-04:00,127.14,127.17,127.11,127.11,2222,154.92,154.92,154.875,154.875,618.0,246.82,246.82,246.82,246.82,443.0
2021-05-04 13:38:00-04:00,127.11,127.13,127.11,127.11,1108,154.89,154.92,154.89,154.92,503.0,,,,,
2021-05-04 13:39:00-04:00,127.1,127.1,127.08,127.085,2349,154.9,154.91,154.9,154.91,404.0,246.72,246.79,246.71,246.79,983.0
2021-05-04 13:40:00-04:00,127.1,127.1,127.03,127.08,5720,154.92,154.92,154.92,154.92,128.0,246.775,246.775,246.61,246.61,949.0
2021-05-04 13:41:00-04:00,127.09,127.09,127.0,127.02,3628,154.94,154.94,154.94,154.94,106.0,246.67,246.67,246.57,246.57,1024.0
2021-05-04 13:42:00-04:00,127.02,127.04,126.98,126.98,5923,154.9,154.9,154.885,154.885,298.0,246.68,246.68,246.6,246.6,302.0
2021-05-04 13:43:00-04:00,126.985,126.99,126.88,126.885,3528,154.92,154.92,154.88,154.91,627.0,246.53,246.53,246.38,246.38,1171.0
2021-05-04 13:44:00-04:00,126.88,126.97,126.88,126.96,2888,154.87,154.87,154.87,154.87,201.0,246.48,246.49,246.48,246.49,320.0
2021-05-04 13:45:00-04:00,126.95,126.97,126.9,126.905,4563,154.89,154.9,154.84,154.86,1298.0,246.4,246.42,246.32,246.32,788.0
2021-05-04 13:46:00-04:00,126.935,127.0,126.78,126.78,8316,154.89,154.92,154.71,154.84,2541.0,246.28,246.51,245.99,246.01,5479.0
2021-05-04 13:47:00-04:00,126.815,126.84,126.79,126.84,965,154.8,154.8,154.75,154.75,281.0,245.97,246.21,245.97,246.16,1691.0
2021-05-04 13:48:00-04:00,126.86,126.895,126.86,126.88,2102,154.77,154.77,154.75,154.75,315.0,246.16,246.16,246.15,246.15,523.0
2021-05-04 13:49:00-04:00,126.89,126.89,126.85,126.87,3709,154.735,154.735,154.665,154.67,1365.0,246.15,246.15,246.07,246.07,555.0
2021-05-04 13:50:00-04:00,126.84,126.87,126.81,126.82,4196,154.67,154.67,154.66,154.66,325.0,246.01,246.01,245.94,245.94,794.0
2021-05-04 13:51:00-04:00,126.82,126.83,126.77,126.8,3682,154.64,154.64,154.59,154.59,254.0,245.89,245.89,245.87,245.87,554.0
2021-05-04 13:52:00-04:00,126.81,126.845,126.81,126.845,3013,154.6,154.6,154.6,154.6,115.0,245.91,245.93,245.91,245.91,694.0
2021-05-04 13:53:00-04:00,126.84,126.84,126.805,126.82,2952,,,,,,245.98,246.0,245.95,245.95,1296.0
2021-05-04 13:54:00-04:00,126.81,126.87,126.78,126.86,4648,154.58,154.58,154.55,154.55,305.0,245.9,246.01,245.89,245.99,1152.0
2021-05-04 13:55:00-04:00,126.865,126.93,126.84,126.905,5052,154.585,154.585,154.585,154.585,108.0,245.93,245.98,245.93,245.98,832.0
2021-05-04 13:56:00-04:00,126.9,126.92,126.88,126.88,3175,154.53,154.55,154.53,154.55,517.0,245.995,245.995,245.89,245.89,1583.0
2021-05-04 13:57:00-04:00,126.87,127.0,126.86,127.0,1642,154.54,154.67,154.53,154.67,2506.0,245.9,246.06,245.89,246.06,3155.0
2021-05-04 13:58:00-04:00,126.98,126.98,126.94,126.94,2135,154.69,154.69,154.69,154.69,103.0,246.06,246.06,245.93,245.94,1418.0
2021-05-04 13:59:00-04:00,126.96,127.0,126.96,126.99,2340,154.69,154.69,154.69,154.69,190.0,245.98,246.15,245.98,246.06,1505.0
2021-05-04 14:00:00-04:00,126.98,126.98,126.91,126.91,4113,154.665,154.665,154.665,154.665,205.0,246.0,246.11,245.96,245.965,1650.0
2021-05-04 14:01:00-04:00,126.93,126.93,126.88,126.9,1770,,,,,,246.06,246.06,245.93,246.0,986.0
2021-05-04 14:02:00-04:00,126.91,126.955,126.91,126.955,926,154.56,154.57,154.56,154.57,229.0,245.97,246.11,245.94,246.11,772.0
2021-05-04 14:03:00-04:00,126.975,126.975,126.94,126.955,1602,154.56,154.56,154.56,154.56,104.0,246.07,246.07,246.07,246.07,369.0
2021-05-04 14:04:00-04:00,126.96,127.1,126.96,127.1,1730,154.555,154.6,154.555,154.6,1280.0,246.13,246.19,246.13,246.19,655.0
2021-05-04 14:05:00-04:00,127.13,127.19,127.015,127.08,5411,154.75,154.75,154.58,154.58,526.0,246.3,246.36,246.16,246.23,3544.0
2021-05-04 14:06:00-04:00,127.095,127.095,126.975,126.975,6155,154.66,154.66,154.66,154.66,103.0,246.33,246.33,246.14,246.15,2827.0
2021-05-04 14:07:00-04:00,126.97,127.07,126.97,127.07,1309,154.7,154.71,154.7,154.71,711.0,246.1,246.36,246.1,246.36,1350.0
2021-05-04 14:08:00-04:00,127.13,127.13,127.08,127.1,1757,154.77,154.77,154.77,154.77,432.0,246.44,246.48,246.37,246.45,1798.0
2021-05-04 14:09:00-04:00,127.1,127.13,127.07,127.13,2214,,,,,,246.44,246.44,246.38,246.38,506.0
2021-05-04 14:10:00-04:00,127.19,127.19,127.1,127.1,5009,154.9,154.91,154.9,154.91,300.0,246.38,246.46,246.36,246.41,1297.0
2021-05-04 14:11:00-04:00,127.11,127.12,127.07,127.09,1800,154.91,154.91,154.91,154.91,101.0,246.41,246.41,246.3,246.33,880.0
2021-05-04 14:12:00-04:00,127.12,127.265,127.12,127.25,3367,154.84,154.88,154.82,154.88,429.0,246.45,246.6,246.45,246.6,926.0
2021-05-04 14:13:00-04:00,127.235,127.33,127.235,127.33,2148,154.81,154.84,154.81,154.84,303.0,246.62,246.69,246.62,246.69,653.0
2021-05-04 14:14:00-04:00,127.305,127.49,127.305,127.49,3006,154.89,154.91,154.89,154.91,203.0,246.73,246.92,246.72,246.92,2545.0
2021-05-04 14:15:00-04:00,127.465,127.465,127.34,127.355,2915,154.93,154.93,154.93,154.93,184.0,246.88,246.91,246.83,246.83,2276.0
2021-05-04 14:16:00-04:00,127.36,127.37,127.335,127.36,928,,,,,,246.82,246.82,246.71,246.71,1010.0
2021-05-04 14:17:00-04:00,127.375,127.415,127.375,127.4,1835,,,,,,246.76,246.81,246.72,246.72,585.0
2021-05-04 14:18:00-04:00,127.3,127.385,127.3,127.385,836,154.93,154.95,154.93,154.94,703.0,246.66,246.66,246.52,246.61,1438.0
2021-05-04 14:19:00-04:00,127.42,127.47,127.39,127.39,2032,154.95,154.95,154.89,154.89,920.0,246.53,246.62,246.51,246.6,1112.0
2021-05-04 14:20:00-04:00,127.41,127.445,127.33,127.37,3067,154.905,154.92,154.755,154.755,1644.0,246.62,246.62,246.52,246.52,727.0
2021-05-04 14:21:00-04:00,127.37,127.43,127.37,127.425,11909,154.82,154.82,154.81,154.81,305.0,246.645,246.725,246.63,246.725,2480.0
2021-05-04 14:22:00-04:00,127.385,127.435,127.29,127.38,3952,,,,,,246.71,246.81,246.5,246.62,3335.0
2021-05-04 14:23:00-04:00,127.375,127.4,127.305,127.34,2440,,,,,,246.565,246.66,246.47,246.51,1586.0
2021-05-04 14:24:00-04:00,127.29,127.32,127.27,127.31,1647,,,,,,246.43,246.48,246.43,246.465,2699.0
2021-05-04 14:25:00-04:00,127.28,127.28,127.135,127.14,7122,154.78,154.79,154.78,154.79,217.0,246.47,246.47,246.28,246.28,1920.0
2021-05-04 14:26:00-04:00,127.155,127.17,127.105,127.13,1949,,,,,,246.3,246.3,246.23,246.28,2716.0
2021-05-04 14:27:00-04:00,127.2,127.22,127.195,127.2,2275,154.82,154.82,154.82,154.82,102.0,246.32,246.33,246.3,246.33,1224.0
2021-05-04 14:28:00-04:00,127.17,127.18,127.08,127.08,1580,154.915,154.94,154.915,154.94,409.0,246.325,246.34,246.18,246.18,1773.0
2021-05-04 14:29:00-04:00,127.07,127.17,127.07,127.16,1869,154.91,154.95,154.91,154.95,228.0,246.1,246.19,246.07,246.19,1530.0
2021-05-04 14:30:00-04:00,127.18,127.18,127.13,127.165,3307,154.985,154.985,154.985,154.985,208.0,246.33,246.37,246.27,246.37,827.0
2021-05-04 14:31:00-04:00,127.17,127.24,127.15,127.225,1962,155.045,155.045,155.045,155.045,127.0,246.37,246.52,246.37,246.495,1134.0
2021-05-04 14:32:00-04:00,127.225,127.27,127.17,127.23,10832,155.09,155.16,155.09,155.12,815.0,246.59,246.65,246.57,246.65,2657.0
2021-05-04 14:33:00-04:00,127.225,127.245,127.205,127.23,6737,155.13,155.13,155.13,155.13,293.0,246.61,246.665,246.61,246.63,1633.0
2021-05-04 14:34:00-04:00,127.215,127.29,127.2,127.23,5887,,,,,,246.62,246.68,246.6,246.62,2698.0
2021-05-04 14:35:00-04:00,127.23,127.285,127.2,127.285,3476,155.105,155.105,155.07,155.07,418.0,246.61,246.735,246.6,246.71,3979.0
2021-05-04 14:36:00-04:00,127.29,127.31,127.255,127.31,1853,155.105,155.12,155.105,155.12,642.0,246.68,246.71,246.64,246.71,2135.0
2021-05-04 14:37:00-04:00,127.32,127.32,127.275,127.295,3725,155.1,155.1,154.94,154.94,1883.0,246.7,246.7,246.64,246.64,1899.0
2021-05-04 14:38:00-04:00,127.275,127.325,127.275,127.325,4590,154.93,154.93,154.89,154.9,829.0,246.675,246.74,246.675,246.73,3032.0
2021-05-04 14:39:00-04:00,127.325,127.33,127.295,127.31,2521,,,,,,246.73,246.73,246.55,246.55,7318.0
2021-05-04 14:40:00-04:00,127.33,127.355,127.315,127.335,3141,154.88,154.88,154.88,154.88,209.0,246.66,246.66,246.57,246.57,1738.0
2021-05-04 14:41:00-04:00,127.34,127.385,127.24,127.255,5950,154.9,154.9,154.83,154.83,313.0,246.69,246.69,246.46,246.48,2427.0
2021-05-04 14:42:00-04:00,127.275,127.365,127.275,127.35,2658,154.91,154.95,154.91,154.94,452.0,246.48,246.57,246.48,246.535,2871.0
2021-05-04 14:43:00-04:00,127.34,127.38,127.33,127.33,2818,154.995,154.995,154.97,154.97,214.0,246.535,246.63,246.535,246.565,7889.0
2021-05-04 14:44:00-04:00,127.34,127.37,127.305,127.305,2436,154.975,155.0,154.975,155.0,400.0,246.54,246.615,246.54,246.58,2084.0
2021-05-04 14:45:00-04:00,127.39,127.47,127.39,127.47,897,155.015,155.1,155.015,155.1,1900.0,246.555,246.84,246.55,246.84,2456.0
2021-05-04 14:46:00-04:00,127.46,127.49,127.45,127.475,3810,155.07,155.12,155.07,155.12,877.0,246.78,246.82,246.78,246.82,839.0
2021-05-04 14:47:00-04:00,127.47,127.53,127.42,127.53,2866,155.125,155.15,155.12,155.14,1700.0,246.78,246.85,246.69,246.85,2284.0
2021-05-04 14:48:00-04:00,127.53,127.53,127.44,127.44,3336,155.13,155.14,155.04,155.04,1135.0,246.82,246.82,246.64,246.64,2238.0
2021-05-04 14:49:00-04:00,127.53,127.535,127.49,127.525,3128,155.025,155.025,154.94,154.94,310.0,246.81,246.89,246.81,246.86,1523.0
2021-05-04 14:50:00-04:00,127.53,127.54,127.48,127.495,1342,,,,,,246.9,246.9,246.7,246.75,1700.0
2021-05-04 14:51:00-04:00,127.46,127.56,127.46,127.545,1866,155.06,155.06,155.02,155.04,300.0,246.685,246.77,246.65,246.77,1442.0
2021-05-04 14:52:00-04:00,127.56,127.58,127.49,127.49,2922,155.04,155.04,155.04,155.04,504.0,246.81,246.81,246.62,246.62,1243.0
2021-05-04 14:53:00-04:00,127.535,127.55,127.47,127.48,3176,155.08,155.08,155.08,155.08,283.0,246.7,246.75,246.7,246.74,957.0
2021-05-04 14:54:00-04:00,127.48,127.48,127.43,127.45,3039,155.03,155.03,155.03,155.03,138.0,246.71,246.71,246.55,246.55,970.0
2021-05-04 14:55:00-04:00,127.45,127.49,127.45,127.485,2418,155.12,155.14,155.12,155.14,360.0,246.63,246.63,246.63,246.63,117.0
2021-05-04 14:56:00-04:00,127.51,127.54,127.51,127.53,2007,,,,,,,,,,
2021-05-04 14:57:00-04:00,127.53,127.53,127.47,127.47,2669,155.08,155.1,155.08,155.09,445.0,246.78,246.78,246.77,246.77,487.0
2021-05-04 14:58:00-04:00,127.47,127.48,127.39,127.475,1374,155.06,155.06,155.0,155.015,1064.0,246.66,246.83,246.66,246.83,3724.0
2021-05-04 14:59:00-04:00,127.46,127.47,127.44,127.44,1090,155.01,155.01,154.93,154.98,2500.0,246.93,246.97,246.85,246.86,2022.0
2021-05-04 15:00:00-04:00,127.4,127.4,127.25,127.35,4908,155.0,155.01,154.9,155.01,1762.0,246.785,246.785,246.55,246.59,1119.0
2021-05-04 15:01:00-04:00,127.4,127.44,127.35,127.43,3393,155.04,155.04,155.0,155.0,702.0,246.63,246.69,246.63,246.69,326.0
2021-05-04 15:02:00-04:00,127.44,127.44,127.35,127.39,6129,154.99,155.0,154.9,154.9,1340.0,246.69,246.69,246.55,246.55,2387.0
2021-05-04 15:03:00-04:00,127.39,127.59,127.39,127.57,5211,154.92,155.11,154.92,155.105,609.0,246.665,246.915,246.645,246.915,1332.0
2021-05-04 15:04:00-04:00,127.56,127.66,127.55,127.62,6133,155.1,155.1,155.015,155.015,309.0,246.875,246.885,246.865,246.87,3258.0
2021-05-04 15:05:00-04:00,127.62,127.63,127.505,127.505,4573,155.0,155.01,154.93,154.93,1418.0,246.855,246.855,246.63,246.63,1911.0
2021-05-04 15:06:00-04:00,127.515,127.53,127.405,127.41,8245,154.89,154.89,154.89,154.89,203.0,246.63,246.63,246.5,246.5,1268.0
2021-05-04 15:07:00-04:00,127.41,127.41,127.36,127.36,5969,154.88,154.88,154.82,154.82,850.0,246.51,246.51,246.385,246.4,891.0
2021-05-04 15:08:00-04:00,127.38,127.38,127.3,127.33,3079,154.79,154.79,154.77,154.77,302.0,246.43,246.505,246.43,246.47,475.0
2021-05-04 15:09:00-04:00,127.34,127.35,127.305,127.335,6934,154.74,154.74,154.73,154.73,371.0,246.54,246.595,246.54,246.545,701.0
2021-05-04 15:10:00-04:00,127.34,127.49,127.34,127.45,43111,154.88,154.88,154.88,154.88,451.0,246.81,246.81,246.73,246.73,886.0
2021-05-04 15:11:00-04:00,127.42,127.45,127.3,127.385,7183,154.785,154.85,154.785,154.85,905.0,246.66,246.72,246.62,246.72,3282.0
2021-05-04 15:12:00-04:00,127.395,127.395,127.32,127.34,4239,154.87,154.87,154.78,154.78,951.0,246.725,246.725,246.59,246.61,2669.0
2021-05-04 15:13:00-04:00,127.38,127.38,127.315,127.33,4264,154.79,154.79,154.76,154.76,1265.0,246.6,246.63,246.565,246.575,2085.0
2021-05-04 15:14:00-04:00,127.31,127.36,127.29,127.325,4162,154.74,154.79,154.74,154.79,1149.0,246.54,246.55,246.48,246.48,2495.0
2021-05-04 15:15:00-04:00,127.305,127.41,127.295,127.35,3376,154.77,154.78,154.74,154.76,1270.0,246.53,246.62,246.53,246.605,3842.0
2021-05-04 15:16:00-04:00,127.335,127.38,127.32,127.35,5117,154.79,154.87,154.79,154.85,546.0,246.58,246.73,246.58,246.73,3707.0
2021-05-04 15:17:00-04:00,127.38,127.43,127.38,127.42,3589,154.82,154.83,154.82,154.83,702.0,246.74,246.83,246.735,246.83,2029.0
2021-05-04 15:18:00-04:00,127.415,127.45,127.37,127.4,7405,154.84,154.85,154.81,154.81,799.0,246.83,246.85,246.75,246.75,750.0
2021-05-04 15:19:00-04:00,127.37,127.375,127.335,127.36,3019,154.73,154.73,154.65,154.72,750.0,246.76,246.85,246.68,246.83,1282.0
2021-05-04 15:20:00-04:00,127.36,127.395,127.33,127.33,2949,154.72,154.72,154.72,154.72,162.0,246.81,246.81,246.71,246.71,641.0
