,AAPL,AAPL,AAPL,AAPL,AAPL,JPM,JPM,JPM,JPM,JPM,MSFT,MSFT,MSFT,MSFT,MSFT
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,
2021-05-03 09:30:00-04:00,132.04,132.12,131.83,132.07,26909,154.85,155.035,154.75,154.915,3493.0,253.4,253.67,253.195,253.195,8010.0
2021-05-03 09:31:00-04:00,132.08,132.27,131.99,132.18,18976,154.81,154.81,154.505,154.505,3162.0,253.25,253.45,253.25,253.33,1967.0
2021-05-03 09:32:00-04:00,132.19,132.4,132.18,132.32,9883,154.49,154.52,154.44,154.47,3645.0,253.37,253.51,253.22,253.22,3507.0
2021-05-03 09:33:00-04:00,132.34,132.64,132.23,132.63,11583,154.37,154.41,154.29,154.41,1691.0,253.175,253.41,253.09,253.4,7764.0
2021-05-03 09:34:00-04:00,132.645,132.73,132.575,132.665,10279,154.36,154.4,154.36,154.4,545.0,253.3,253.41,253.11,253.11,2470.0
2021-05-03 09:35:00-04:00,132.65,132.65,132.44,132.51,17530,154.44,154.49,154.44,154.49,638.0,252.95,252.98,252.485,252.5,7503.0
2021-05-03 09:36:00-04:00,132.51,132.715,132.43,132.715,11861,154.505,154.6,154.505,154.6,1220.0,252.46,252.49,252.29,252.39,4419.0
2021-05-03 09:37:00-04:00,132.71,132.75,132.52,132.55,13840,154.62,154.67,154.58,154.58,612.0,252.27,252.27,251.97,251.97,3188.0
2021-05-03 09:38:00-04:00,132.52,132.52,132.38,132.44,5771,154.49,154.58,154.49,154.58,622.0,252.045,252.045,251.815,251.895,3352.0
2021-05-03 09:39:00-04:00,132.47,132.65,132.465,132.59,4758,154.505,154.55,154.49,154.55,876.0,252.11,252.175,252.01,252.1,3767.0
2021-05-03 09:40:00-04:00,132.61,132.61,132.52,132.6,5916,154.59,154.77,154.59,154.77,654.0,252.08,252.18,251.885,252.17,3857.0
2021-05-03 09:41:00-04:00,132.625,132.695,132.535,132.66,3993,154.79,154.92,154.79,154.9,1410.0,252.25,252.4,252.16,252.355,3345.0
2021-05-03 09:42:00-04:00,132.65,132.84,132.63,132.81,7978,154.99,155.1,154.98,155.07,1768.0,252.4,252.46,252.335,252.335,1835.0
2021-05-03 09:43:00-04:00,132.795,132.81,132.74,132.76,3340,155.12,155.12,155.025,155.025,949.0,252.39,252.44,252.305,252.44,6126.0
2021-05-03 09:44:00-04:00,132.755,132.915,132.75,132.9,3771,155.05,155.05,154.93,154.93,414.0,252.55,252.63,252.55,252.58,2190.0
2021-05-03 09:45:00-04:00,132.91,132.945,132.82,132.88,2928,154.96,154.99,154.95,154.95,787.0,252.54,252.58,252.28,252.28,2487.0
2021-05-03 09:46:00-04:00,132.8,132.8,132.69,132.705,3472,154.85,154.91,154.85,154.9,1046.0,252.25,252.465,252.15,252.465,5755.0
2021-05-03 09:47:00-04:00,132.64,132.77,132.64,132.665,3398,154.83,154.97,154.83,154.97,2274.0,252.39,252.46,252.38,252.44,2640.0
2021-05-03 09:48:00-04:00,132.69,132.95,132.68,132.95,6278,155.15,155.24,155.15,155.24,836.0,252.45,252.63,252.425,252.57,4125.0
2021-05-03 09:49:00-04:00,132.98,133.21,132.98,133.14,4854,155.3,155.375,155.29,155.3,1302.0,252.5,252.56,252.35,252.56,3071.0
2021-05-03 09:50:00-04:00,133.165,133.24,133.07,133.215,5389,155.32,155.47,155.32,155.45,981.0,252.38,252.49,252.295,252.49,1984.0
2021-05-03 09:51:00-04:00,133.12,133.2,133.115,133.145,3724,155.27,155.27,155.08,155.09,1448.0,252.53,252.585,252.5,252.53,3140.0
2021-05-03 09:52:00-04:00,133.12,133.185,133.095,133.185,5231,155.04,155.04,154.83,154.83,827.0,252.49,252.69,252.49,252.69,2070.0
2021-05-03 09:53:00-04:00,133.205,133.3,133.19,133.27,10446,154.89,154.95,154.775,154.95,1310.0,252.67,252.8,252.66,252.8,789.0
2021-05-03 09:54:00-04:00,133.295,133.345,133.245,133.28,3992,155.11,155.17,155.11,155.17,709.0,252.8,252.94,252.8,252.89,1399.0
2021-05-03 09:55:00-04:00,133.27,133.31,133.125,133.13,2448,155.15,155.33,155.15,155.265,900.0,252.85,253.03,252.85,252.98,2761.0
2021-05-03 09:56:00-04:00,133.08,133.205,133.08,133.14,2469,155.19,155.425,155.19,155.425,1336.0,252.9,253.29,252.9,253.26,3124.0
2021-05-03 09:57:00-04:00,133.13,133.18,133.08,133.125,3823,155.46,155.46,155.43,155.43,406.0,253.28,253.37,253.15,253.15,1688.0
2021-05-03 09:58:00-04:00,133.12,133.12,133.08,133.09,3568,155.35,155.35,155.13,155.14,908.0,253.18,253.18,253.13,253.18,681.0
2021-05-03 09:59:00-04:00,133.085,133.21,133.08,133.21,3554,155.17,155.17,155.03,155.03,1156.0,253.17,253.27,253.14,253.2,2874.0
2021-05-03 10:00:00-04:00,133.16,133.215,133.035,133.13,8324,155.03,155.03,154.86,154.93,2707.0,253.05,253.2,252.72,252.79,3970.0
2021-05-03 10:01:00-04:00,133.145,133.18,133.08,133.155,10974,154.94,154.94,154.68,154.69,1450.0,252.79,252.99,252.75,252.98,5827.0
2021-05-03 10:02:00-04:00,133.165,133.28,133.08,133.08,9706,154.72,154.72,154.49,154.55,1262.0,253.04,253.19,253.04,253.11,3712.0
2021-05-03 10:03:00-04:00,133.08,133.21,133.0,133.2,3770,154.61,154.61,154.445,154.45,2612.0,253.19,253.25,253.19,253.23,2494.0
2021-05-03 10:04:00-04:00,133.23,133.28,133.23,133.27,1873,154.47,154.54,154.45,154.54,678.0,253.21,253.43,253.21,253.41,4099.0
2021-05-03 10:05:00-04:00,133.25,133.32,133.18,133.31,5427,154.46,154.46,154.43,154.43,1872.0,253.405,253.42,253.17,253.2,5019.0
2021-05-03 10:06:00-04:00,133.31,133.46,133.31,133.42,4970,154.455,154.455,154.425,154.43,2513.0,253.22,253.56,253.19,253.55,5413.0
2021-05-03 10:07:00-04:00,133.46,133.65,133.455,133.65,4258,154.44,154.49,154.41,154.41,897.0,253.555,253.98,253.555,253.98,5001.0
2021-05-03 10:08:00-04:00,133.615,133.615,133.51,133.56,3977,154.445,154.445,154.435,154.435,225.0,253.98,253.98,253.83,253.855,2126.0
2021-05-03 10:09:00-04:00,133.53,133.53,133.455,133.52,3048,154.34,154.36,154.275,154.275,765.0,253.815,253.815,253.69,253.69,3487.0
2021-05-03 10:10:00-04:00,133.55,133.61,133.52,133.53,3342,154.24,154.245,154.12,154.12,464.0,253.69,253.74,253.685,253.685,2083.0
2021-05-03 10:11:00-04:00,133.57,133.71,133.55,133.67,6678,,,,,,253.71,253.74,253.65,253.65,4318.0
2021-05-03 10:12:00-04:00,133.71,133.77,133.65,133.68,6996,154.05,154.07,154.05,154.07,200.0,253.71,253.78,253.71,253.72,2629.0
2021-05-03 10:13:00-04:00,133.68,133.73,133.6,133.73,5608,154.06,154.08,154.04,154.08,401.0,253.72,253.76,253.655,253.755,5016.0
2021-05-03 10:14:00-04:00,133.73,133.77,133.71,133.75,2879,154.11,154.12,153.9,153.92,1797.0,253.765,253.82,253.735,253.82,2038.0
2021-05-03 10:15:00-04:00,133.76,133.97,133.76,133.97,6500,153.9,154.01,153.9,154.0,1226.0,253.94,254.08,253.94,254.035,2535.0
2021-05-03 10:16:00-04:00,133.98,134.06,133.895,133.97,6271,154.0,154.0,153.88,153.98,851.0,254.06,254.24,254.06,254.24,1779.0
2021-05-03 10:17:00-04:00,134.0,134.03,133.88,133.9,3036,153.9,153.92,153.9,153.92,710.0,254.25,254.25,254.07,254.07,334.0
2021-05-03 10:18:00-04:00,133.9,133.97,133.87,133.9,5145,153.91,153.91,153.9,153.9,879.0,254.11,254.18,254.11,254.18,835.0
2021-05-03 10:19:00-04:00,133.86,133.9,133.84,133.89,4918,153.84,153.88,153.83,153.83,1967.0,254.16,254.17,254.06,254.06,4003.0
2021-05-03 10:20:00-04:00,133.9,133.93,133.765,133.79,7458,153.87,153.89,153.76,153.77,4515.0,254.205,254.235,254.09,254.09,2959.0
2021-05-03 10:21:00-04:00,133.75,133.75,133.65,133.7,9746,153.685,153.74,153.685,153.74,351.0,253.93,253.96,253.705,253.705,2185.0
2021-05-03 10:22:00-04:00,133.71,133.76,133.65,133.66,7962,153.7,153.75,153.7,153.71,1139.0,253.72,253.72,253.54,253.575,2857.0
2021-05-03 10:23:00-04:00,133.68,133.76,133.63,133.75,5292,153.7,153.7,153.54,153.585,10357.0,253.54,253.54,253.46,253.49,1558.0
2021-05-03 10:24:00-04:00,133.73,133.855,133.73,133.75,6429,153.59,153.705,153.58,153.58,3197.0,253.45,253.615,253.45,253.59,2961.0
2021-05-03 10:25:00-04:00,133.72,133.84,133.7,133.79,6478,153.575,153.635,153.495,153.575,10037.0,253.475,253.66,253.475,253.66,2827.0
2021-05-03 10:26:00-04:00,133.77,133.82,133.73,133.73,14473,153.68,153.925,153.68,153.79,2034.0,253.61,253.66,253.315,253.36,3283.0
2021-05-03 10:27:00-04:00,133.74,133.85,133.74,133.78,4314,153.88,153.91,153.845,153.86,3005.0,253.35,253.48,253.34,253.455,3841.0
2021-05-03 10:28:00-04:00,133.78,133.82,133.71,133.72,6261,153.81,153.81,153.75,153.75,641.0,253.57,253.69,253.52,253.59,3163.0
2021-05-03 10:29:00-04:00,133.76,133.84,133.76,133.84,2233,153.725,153.77,153.725,153.77,541.0,253.65,253.66,253.61,253.635,2195.0
2021-05-03 10:30:00-04:00,133.87,133.95,133.845,133.89,8243,153.855,153.92,153.84,153.92,713.0,253.79,253.95,253.79,253.86,3170.0
2021-05-03 10:31:00-04:00,133.86,133.86,133.77,133.78,2907,153.93,153.99,153.93,153.94,715.0,253.88,253.88,253.67,253.745,1728.0
2021-05-03 10:32:00-04:00,133.79,133.85,133.77,133.85,2999,153.95,153.99,153.91,153.93,1050.0,253.74,254.09,253.74,254.09,2267.0
2021-05-03 10:33:00-04:00,133.85,133.88,133.8,133.88,3711,153.9,154.04,153.9,154.04,1251.0,254.2,254.28,254.19,254.24,1772.0
2021-05-03 10:34:00-04:00,133.86,133.97,133.86,133.955,4145,154.08,154.08,153.99,153.99,1128.0,254.21,254.34,254.125,254.125,2486.0
2021-05-03 10:35:00-04:00,133.97,134.01,133.88,134.01,5753,154.11,154.19,154.11,154.11,1255.0,254.24,254.26,254.15,254.23,2324.0
2021-05-03 10:36:00-04:00,134.03,134.04,133.92,133.99,4227,154.17,154.22,154.08,154.14,1133.0,254.345,254.35,254.18,254.18,2230.0
2021-05-03 10:37:00-04:00,133.99,133.99,133.75,133.8,6124,154.165,154.3,154.165,154.3,1301.0,254.23,254.23,253.91,253.91,6170.0
2021-05-03 10:38:00-04:00,133.75,133.775,133.71,133.765,6540,154.32,154.32,154.27,154.27,414.0,253.715,253.94,253.715,253.94,3022.0
2021-05-03 10:39:00-04:00,133.775,133.81,133.73,133.735,6579,154.32,154.32,154.32,154.32,495.0,253.905,253.905,253.86,253.87,886.0
2021-05-03 10:40:00-04:00,133.73,133.74,133.61,133.74,6131,154.37,154.45,154.37,154.45,998.0,253.83,253.83,253.75,253.79,2004.0
2021-05-03 10:41:00-04:00,133.77,133.77,133.66,133.68,5030,154.46,154.46,154.39,154.39,989.0,253.87,254.01,253.82,254.0,1916.0
2021-05-03 10:42:00-04:00,133.665,133.665,133.55,133.56,2265,154.4,154.46,154.37,154.46,1363.0,253.93,253.935,253.73,253.86,1440.0
2021-05-03 10:43:00-04:00,133.49,133.55,133.48,133.48,1886,154.44,154.445,154.44,154.445,431.0,253.84,253.84,253.765,253.775,966.0
2021-05-03 10:44:00-04:00,133.48,133.48,133.425,133.45,7808,154.42,154.42,154.35,154.365,1591.0,253.785,253.785,253.6,253.6,1505.0
2021-05-03 10:45:00-04:00,133.41,133.61,133.345,133.56,5213,154.305,154.32,154.26,154.27,1144.0,253.59,253.77,253.59,253.75,1259.0
2021-05-03 10:46:00-04:00,133.57,133.57,133.47,133.47,2073,154.255,154.37,154.255,154.33,822.0,253.76,253.79,253.71,253.79,1072.0
2021-05-03 10:47:00-04:00,133.43,133.48,133.38,133.43,2527,154.33,154.33,154.21,154.21,566.0,253.785,253.79,253.78,253.78,439.0
2021-05-03 10:48:00-04:00,133.43,133.43,133.27,133.27,4711,154.23,154.23,154.23,154.23,310.0,253.84,253.84,253.77,253.77,2147.0
2021-05-03 10:49:00-04:00,133.33,133.35,133.275,133.32,3006,154.19,154.19,154.19,154.19,321.0,253.54,253.57,253.49,253.57,1919.0
2021-05-03 10:50:00-04:00,133.28,133.3,133.255,133.3,1338,154.24,154.32,154.24,154.32,392.0,253.535,253.58,253.46,253.58,1778.0
2021-05-03 10:51:00-04:00,133.245,133.245,133.15,133.17,1699,154.25,154.25,154.24,154.24,374.0,253.57,253.57,253.29,253.3,1260.0
2021-05-03 10:52:00-04:00,133.145,133.185,132.97,132.97,7806,154.095,154.185,154.095,154.185,844.0,253.23,253.31,253.04,253.04,1049.0
2021-05-03 10:53:00-04:00,132.97,132.97,132.82,132.83,4363,154.18,154.18,154.18,154.18,487.0,,,,,
2021-05-03 10:54:00-04:00,132.85,132.86,132.695,132.795,3883,154.235,154.235,154.23,154.23,445.0,252.67,252.77,252.67,252.77,489.0
2021-05-03 10:55:00-04:00,132.85,132.93,132.85,132.86,1938,154.34,154.37,154.26,154.26,1077.0,252.755,252.755,252.715,252.715,1032.0
2021-05-03 10:56:00-04:00,132.915,132.945,132.85,132.87,2784,154.24,154.24,154.24,154.24,336.0,252.77,252.77,252.75,252.75,200.0
2021-05-03 10:57:00-04:00,132.86,132.86,132.755,132.8,4335,154.195,154.195,154.12,154.14,2607.0,252.76,252.77,252.75,252.75,471.0
2021-05-03 10:58:00-04:00,132.73,132.755,132.65,132.71,7464,154.215,154.215,154.175,154.18,1791.0,252.65,252.65,252.595,252.61,432.0
2021-05-03 10:59:00-04:00,132.72,132.78,132.72,132.76,2506,154.19,154.19,154.19,154.19,661.0,252.605,252.71,252.605,252.7,1735.0
2021-05-03 11:00:00-04:00,132.685,132.685,132.515,132.565,8415,154.185,154.21,154.1,154.1,1143.0,252.685,252.685,252.48,252.495,4593.0
2021-05-03 11:01:00-04:00,132.585,132.7,132.585,132.68,3759,154.03,154.08,153.95,154.015,2083.0,252.565,252.7,252.47,252.48,2285.0
2021-05-03 11:02:00-04:00,132.74,132.805,132.725,132.805,2169,154.0,154.0,153.93,153.95,1828.0,252.7,252.73,252.7,252.73,372.0
2021-05-03 11:03:00-04:00,132.8,132.83,132.72,132.77,2251,154.0,154.03,153.99,154.03,850.0,252.68,252.68,252.59,252.63,793.0
2021-05-03 11:04:00-04:00,132.79,132.805,132.7,132.7,2432,154.025,154.025,153.98,153.98,621.0,252.69,252.75,252.65,252.65,688.0
2021-05-03 11:05:00-04:00,132.72,132.76,132.7,132.73,2482,154.08,154.2,154.08,154.13,422.0,252.64,252.65,252.64,252.65,374.0
2021-05-03 11:06:00-04:00,132.71,132.815,132.71,132.815,2126,154.255,154.255,154.255,154.255,424.0,252.65,252.78,252.65,252.78,709.0
2021-05-03 11:07:00-04:00,132.815,132.84,132.8,132.84,5460,154.24,154.31,154.24,154.285,759.0,252.79,252.805,252.78,252.805,1328.0
2021-05-03 11:08:00-04:00,132.81,132.85,132.81,132.85,1887,154.26,154.36,154.26,154.295,1101.0,252.78,252.875,252.78,252.875,807.0
2021-05-03 11:09:00-04:00,132.87,132.94,132.87,132.925,1954,154.33,154.33,154.25,154.27,1017.0,252.8,252.88,252.785,252.88,790.0
2021-05-03 11:10:00-04:00,132.9,132.93,132.88,132.93,1767,154.26,154.35,154.26,154.35,862.0,252.845,252.845,252.735,252.735,1698.0
2021-05-03 11:11:00-04:00,132.92,132.93,132.45,132.53,9297,154.41,154.49,154.35,154.49,1913.0,252.73,252.73,252.69,252.69,377.0
2021-05-03 11:12:00-04:00,132.53,132.58,132.41,132.43,4131,154.44,154.48,154.405,154.43,1382.0,252.295,252.295,252.12,252.12,493.0
2021-05-03 11:13:00-04:00,132.43,132.505,132.39,132.465,3524,154.51,154.525,154.49,154.49,1332.0,252.14,252.23,252.07,252.07,430.0
2021-05-03 11:14:00-04:00,132.42,132.48,132.41,132.42,2401,154.48,154.55,154.48,154.55,347.0,252.1,252.1,252.1,252.1,175.0
2021-05-03 11:15:00-04:00,132.405,132.53,132.38,132.53,2742,154.6,154.6,154.6,154.6,302.0,252.11,252.11,252.11,252.11,172.0
2021-05-03 11:16:00-04:00,132.5,132.55,132.5,132.54,2342,154.59,154.68,154.575,154.66,2929.0,,,,,
2021-05-03 11:17:00-04:00,132.53,132.53,132.47,132.51,2558,154.635,154.695,154.635,154.675,15986.0,251.99,252.01,251.99,251.995,783.0
2021-05-03 11:18:00-04:00,132.51,132.53,132.46,132.48,2150,154.7,154.7,154.64,154.69,2175.0,,,,,
2021-05-03 11:19:00-04:00,132.47,132.485,132.42,132.485,1562,154.68,154.72,154.68,154.72,1210.0,,,,,
2021-05-03 11:20:00-04:00,132.44,132.44,132.335,132.36,8790,154.745,154.75,154.745,154.75,369.0,252.09,252.09,252.09,252.09,156.0
2021-05-03 11:21:00-04:00,132.37,132.6,132.365,132.55,4173,154.77,154.77,154.69,154.69,753.0,252.05,252.29,252.05,252.29,1213.0
2021-05-03 11:22:00-04:00,132.49,132.49,132.45,132.45,2594,154.73,154.73,154.73,154.73,408.0,252.39,252.39,252.175,252.215,920.0
2021-05-03 11:23:00-04:00,132.525,132.53,132.42,132.425,1750,154.8,154.8,154.74,154.74,817.0,252.31,252.31,252.25,252.26,409.0
2021-05-03 11:24:00-04:00,132.425,132.425,132.35,132.4,1595,154.77,154.78,154.77,154.78,623.0,252.26,252.26,252.2,252.2,640.0
2021-05-03 11:25:00-04:00,132.38,132.38,132.25,132.29,10302,154.75,154.75,154.58,154.58,218.0,252.01,252.01,251.89,251.89,442.0
2021-05-03 11:26:00-04:00,132.295,132.3,132.14,132.19,9308,154.61,154.71,154.61,154.71,341.0,251.87,251.94,251.83,251.94,808.0
2021-05-03 11:27:00-04:00,132.205,132.32,132.175,132.31,2645,,,,,,252.0,252.0,252.0,252.0,280.0
2021-05-03 11:28:00-04:00,132.345,132.38,132.29,132.38,3278,,,,,,251.96,252.07,251.96,252.07,565.0
2021-05-03 11:29:00-04:00,132.35,132.35,132.28,132.3,2536,154.56,154.58,154.55,154.58,1042.0,,,,,
2021-05-03 11:30:00-04:00,132.305,132.305,132.26,132.3,2356,,,,,,252.1,252.1,252.1,252.1,140.0
2021-05-03 11:31:00-04:00,132.28,132.31,132.28,132.31,568,154.455,154.5,154.455,154.46,332.0,252.13,252.13,252.08,252.08,205.0
2021-05-03 11:32:00-04:00,132.3,132.45,132.3,132.45,3060,,,,,,252.09,252.18,252.09,252.14,647.0
2021-05-03 11:33:00-04:00,132.43,132.485,132.43,132.47,1738,,,,,,252.2,252.38,252.2,252.37,1174.0
2021-05-03 11:34:00-04:00,132.52,132.57,132.52,132.57,1695,,,,,,252.48,252.53,252.42,252.53,941.0
2021-05-03 11:35:00-04:00,132.58,132.69,132.58,132.62,2032,154.43,154.43,154.43,154.43,237.0,252.55,252.66,252.53,252.53,1795.0
2021-05-03 11:36:00-04:00,132.625,132.705,132.625,132.69,2630,,,,,,252.5,252.61,252.5,252.585,865.0
2021-05-03 11:37:00-04:00,132.72,132.72,132.62,132.65,3285,154.53,154.53,154.53,154.53,213.0,252.59,252.59,252.53,252.53,667.0
2021-05-03 11:38:00-04:00,132.65,132.68,132.57,132.6,3726,154.57,154.57,154.54,154.54,210.0,252.56,252.56,252.49,252.49,475.0
2021-05-03 11:39:00-04:00,132.65,132.66,132.64,132.64,2150,154.63,154.63,154.62,154.62,492.0,252.56,252.56,252.48,252.56,545.0
2021-05-03 11:40:00-04:00,132.63,132.63,132.55,132.57,2601,154.635,154.635,154.51,154.51,224.0,252.48,252.48,252.48,252.48,325.0
2021-05-03 11:41:00-04:00,132.59,132.7,132.59,132.66,2169,154.48,154.48,154.48,154.48,231.0,252.65,252.69,252.65,252.69,220.0
2021-05-03 11:42:00-04:00,132.62,132.63,132.57,132.61,1455,154.46,154.46,154.46,154.46,214.0,252.61,252.655,252.605,252.655,333.0
2021-05-03 11:43:00-04:00,132.63,132.64,132.61,132.64,1347,154.43,154.475,154.43,154.475,334.0,252.665,252.76,252.66,252.76,520.0
2021-05-03 11:44:00-04:00,132.67,132.72,132.67,132.72,2164,154.525,154.525,154.525,154.525,372.0,252.76,252.76,252.76,252.76,300.0
2021-05-03 11:45:00-04:00,132.72,132.72,132.665,132.69,3173,154.46,154.46,154.46,154.46,318.0,252.675,252.79,252.675,252.79,633.0
2021-05-03 11:46:00-04:00,132.665,132.68,132.635,132.65,2345,154.49,154.49,154.49,154.49,259.0,252.76,252.76,252.76,252.76,239.0
2021-05-03 11:47:00-04:00,132.6,132.655,132.6,132.64,3585,154.52,154.52,154.52,154.52,203.0,252.61,252.65,252.61,252.64,719.0
2021-05-03 11:48:00-04:00,132.645,132.675,132.59,132.665,8082,,,,,,252.645,252.73,252.6,252.73,1036.0
2021-05-03 11:49:00-04:00,132.69,132.72,132.67,132.67,6031,154.55,154.55,154.55,154.55,114.0,252.745,252.75,252.645,252.66,1811.0
2021-05-03 11:50:00-04:00,132.705,132.71,132.62,132.645,4781,154.505,154.51,154.505,154.51,648.0,252.73,252.73,252.605,252.65,1128.0
2021-05-03 11:51:00-04:00,132.64,132.66,132.54,132.57,5666,154.54,154.565,154.54,154.565,332.0,252.65,252.7,252.63,252.63,748.0
2021-05-03 11:52:00-04:00,132.545,132.6,132.5,132.51,3481,154.48,154.48,154.48,154.48,146.0,252.555,252.555,252.42,252.43,820.0
2021-05-03 11:53:00-04:00,132.48,132.57,132.48,132.53,2874,,,,,,252.38,252.54,252.38,252.495,2633.0
2021-05-03 11:54:00-04:00,132.54,132.54,132.44,132.44,2825,154.39,154.39,154.39,154.39,268.0,252.53,252.59,252.46,252.46,2074.0
2021-05-03 11:55:00-04:00,132.43,132.55,132.43,132.53,2299,154.345,154.345,154.305,154.305,229.0,252.43,252.56,252.425,252.5,5771.0
2021-05-03 11:56:00-04:00,132.56,132.645,132.555,132.625,8963,154.38,154.38,154.38,154.38,114.0,252.53,252.7,252.53,252.7,2133.0
2021-05-03 11:57:00-04:00,132.64,132.71,132.64,132.705,5485,,,,,,252.68,252.75,252.67,252.67,1300.0
2021-05-03 11:58:00-04:00,132.715,132.78,132.68,132.775,11235,154.37,154.37,154.37,154.37,202.0,252.62,252.66,252.62,252.66,1478.0
2021-05-03 11:59:00-04:00,132.785,132.84,132.785,132.79,8329,154.32,154.32,154.32,154.32,132.0,252.73,252.73,252.67,252.685,2291.0
2021-05-03 12:00:00-04:00,132.785,132.79,132.75,132.79,2441,154.31,154.31,154.31,154.31,125.0,252.65,252.67,252.63,252.67,2627.0
2021-05-03 12:01:00-04:00,132.8,132.8,132.75,132.77,24845,154.31,154.31,154.31,154.31,110.0,252.645,252.645,252.45,252.48,3144.0
2021-05-03 12:02:00-04:00,132.775,132.82,132.76,132.81,1864,154.32,154.32,154.27,154.285,627.0,252.46,252.52,252.405,252.52,2378.0
2021-05-03 12:03:00-04:00,132.88,132.905,132.84,132.84,4041,154.31,154.31,154.31,154.31,239.0,252.51,252.595,252.49,252.595,3461.0
2021-05-03 12:04:00-04:00,132.83,132.855,132.78,132.78,2751,,,,,,252.49,252.6,252.49,252.6,449.0
2021-05-03 12:05:00-04:00,132.78,132.81,132.74,132.79,3151,,,,,,252.57,252.57,252.57,252.57,133.0
2021-05-03 12:06:00-04:00,132.82,132.9,132.82,132.9,2788,154.31,154.31,154.295,154.295,384.0,252.6,252.67,252.6,252.67,222.0
2021-05-03 12:07:00-04:00,132.86,132.89,132.815,132.84,4902,,,,,,252.62,252.62,252.62,252.62,101.0
2021-05-03 12:08:00-04:00,132.84,132.89,132.84,132.85,5469,154.26,154.26,154.24,154.24,205.0,252.57,252.57,252.525,252.525,297.0
2021-05-03 12:09:00-04:00,132.84,132.875,132.765,132.765,4200,154.29,154.29,154.29,154.29,155.0,252.5,252.5,252.5,252.5,415.0
2021-05-03 12:10:00-04:00,132.77,132.77,132.72,132.75,2192,154.28,154.3,154.28,154.3,357.0,252.43,252.43,252.395,252.42,468.0
2021-05-03 12:11:00-04:00,132.74,132.78,132.68,132.735,3114,,,,,,252.46,252.46,252.46,252.46,126.0
2021-05-03 12:12:00-04:00,132.77,132.77,132.715,132.72,3981,,,,,,,,,,
2021-05-03 12:13:00-04:00,132.74,132.74,132.635,132.635,2401,,,,,,252.46,252.46,252.46,252.46,142.0
2021-05-03 12:14:00-04:00,132.645,132.695,132.645,132.69,6583,,,,,,252.475,252.495,252.475,252.495,1135.0
2021-05-03 12:15:00-04:00,132.65,132.65,132.61,132.64,1205,154.21,154.21,154.21,154.21,214.0,,,,,
2021-05-03 12:16:00-04:00,132.65,132.69,132.64,132.69,1314,,,,,,252.39,252.39,252.36,252.36,368.0
2021-05-03 12:17:00-04:00,132.71,132.72,132.66,132.66,1716,154.305,154.305,154.3,154.3,205.0,252.38,252.38,252.32,252.32,314.0
2021-05-03 12:18:00-04:00,132.71,132.72,132.68,132.7,1221,154.29,154.29,154.29,154.29,100.0,252.33,252.33,252.33,252.33,220.0
2021-05-03 12:19:00-04:00,132.72,132.79,132.72,132.775,1670,154.25,154.25,154.21,154.21,206.0,,,,,
2021-05-03 12:20:00-04:00,132.72,132.77,132.64,132.77,3401,154.14,154.16,154.14,154.16,516.0,252.27,252.27,252.25,252.25,326.0
2021-05-03 12:21:00-04:00,132.83,132.85,132.79,132.79,719,154.19,154.19,154.095,154.095,212.0,252.34,252.34,252.32,252.32,212.0
2021-05-03 12:22:00-04:00,132.82,132.85,132.75,132.805,1539,154.1,154.1,154.1,154.1,118.0,,,,,
2021-05-03 12:23:00-04:00,132.78,132.78,132.75,132.75,1171,154.05,154.05,154.05,154.05,106.0,252.36,252.36,252.36,252.36,132.0
2021-05-03 12:24:00-04:00,132.74,132.76,132.71,132.715,2351,,,,,,252.27,252.27,252.27,252.27,181.0
2021-05-03 12:25:00-04:00,132.65,132.73,132.65,132.73,1312,154.11,154.11,154.095,154.095,258.0,252.26,252.26,252.26,252.26,103.0
2021-05-03 12:26:00-04:00,132.71,132.71,132.65,132.7,2183,154.05,154.05,154.04,154.04,513.0,,,,,
2021-05-03 12:27:00-04:00,132.63,132.67,132.62,132.66,1602,154.05,154.055,154.05,154.055,377.0,252.06,252.06,252.06,252.06,115.0
2021-05-03 12:28:00-04:00,132.67,132.68,132.66,132.66,461,154.07,154.07,154.07,154.07,109.0,252.03,252.03,252.03,252.03,200.0
2021-05-03 12:29:00-04:00,132.64,132.665,132.56,132.56,2749,154.09,154.105,154.09,154.105,220.0,252.02,252.02,251.99,251.99,203.0
2021-05-03 12:30:00-04:00,132.52,132.52,132.45,132.45,670,154.12,154.12,154.08,154.12,1074.0,,,,,
2021-05-03 12:31:00-04:00,132.44,132.465,132.435,132.44,1407,154.13,154.135,154.13,154.135,305.0,251.89,251.89,251.89,251.89,274.0
2021-05-03 12:32:00-04:00,132.42,132.48,132.42,132.475,1045,154.125,154.125,154.07,154.07,354.0,251.88,251.88,251.85,251.85,321.0
2021-05-03 12:33:00-04:00,132.47,132.525,132.435,132.51,2378,154.1,154.1,154.1,154.1,230.0,251.89,251.95,251.89,251.95,427.0
2021-05-03 12:34:00-04:00,132.55,132.57,132.48,132.57,1369,154.24,154.24,154.24,154.24,227.0,252.12,252.12,252.12,252.12,240.0
2021-05-03 12:35:00-04:00,132.56,132.57,132.52,132.52,746,154.12,154.12,154.12,154.12,181.0,252.09,252.09,252.09,252.09,309.0
